a;b;c
Hroška;160743;48614
Podìbaby;158728;46598
Cíhalka;161209;49079
Perknov;158771;46639
Knyk;158870;46736
Horní_Bradlo;159367;47233
Libanice;159776;47641
Vısonín;159618;47473
Obec;155726;43581
Pøíbraz;156964;44813
Kondrac;156103;43950
Jiterní_Ves;156452;44297
Dolní_Bradlo;159371;47216
Zastrání;159196;47037
Naboèany;159820;47661
Mikulášov;158428;46255
Mikoly;155741;43568
Klaary;156161;43987
ïár_nad_Orlicí;160383;48208
Rodvínov;157347;45171
Èeské_Lhotice;159510;47333
Platìnice;160034;47856
Pelestrov;158860;46680
Stíèany;159895;47714
Perky;157775;45589
Haid;156210;44019
Dolní_Roveò;160094;47903
Krásné;159429;47237
Jekovice;160610;48418
Kunèí;159690;47496
Modletín;159334;47138
Jarošov_nad_Neárkou;157408;45202
Zboice;158902;46694
Krasoòov;158405;46196
Boòkov;158551;46342
Sudin;160939;48726
Bludov;155467;43250
Orel;159742;47517
Vì;158604;46377
Støíte_pod_Køemešníkem;158189;45960
Vratkov;159345;47112
Tøi_Bubny;159785;47552
Zajíèkov;158009;45774
Zachotín;158279;46044
Vršov;159407;47162
Dvakaèovice;159933;47683
Trpišov;159647;47395
Jindøichùv_Hradec;157261;45009
Hlavòov;158684;46430
Baèetín;160960;48706
Pístina;156959;44704
Velké_Skaliny;155991;43733
Mezilesí_u_Trhovıch_Svin;156197;43939
Vydøí;157096;44837
Rejta;156271;44012
Hrachovištì;156574;44313
Nemojov;158079;45816
Koèí;159831;47567
Køianovice;159550;47285
Vejvanovice;159907;47640
Horní_Skrıchov;157353;45085
Veselı_ïár;158847;46578
Jedouchov;158649;46380
Podhráz;160220;47949
Vlèí_Hory;158390;46115
Podchlumí;160832;48552
Chábory;160867;48586
Staré_Bøíštì;158370;46088
Miškov;160915;48633
Rušinov;159334;47049
Rychnov_nad_Malší;155739;43451
Jelcovy_Lhotky;158243;45951
Kocourovy_Lhotky;158258;45957
Bukvice;156310;44009
Strá_nad_Neárkou;157023;44717
Strmìchy;158229;45921
Štìpánovsko;160482;48168
Horní_Dvoøištì;155532;43217
Pusté_Skaliny;156018;43702
Radouòka;157325;45007
Veselsko;158628;46308
Kostìnice;160031;47711
Pišovy;159778;47452
Dolní_Lhotka;156123;43795
Úhøetice;159933;47602
Branná;156684;44352
Plevnice;158200;45867
Èelistná;157953;45619
Samaøov;159549;47208
Dolní_Dvoøištì;155701;43357
Úhøetická_Lhota;159963;47618
Kvìtoòov;155877;43530
Topol;159874;47520
Mohuøice;156198;43844
Polštì;157140;44784
Plavsko;157071;44712
Tøebeè;156393;44033
Mostky;155914;43549
Libomìøice;159590;47224
Mladé_Bøíštì;158373;46006
Bratroòov;158705;46337
Horní_Øedice;160245;47876
Valeèov;158862;46488
Nejepí;159181;46806
Rybníèek;158279;45900
Provoz;160958;48579
Vlásenice-Drbohlavy;157919;45539
Smrkovı_Tınec;159667;47286
Mìlèany;160882;48498
Semechnice;160833;48445
Vlasenice;157765;45374
Ohnišov;161032;48641
Nové_Lhotice;159555;47164
Podhoøice;159353;46961
Rodinov;157705;45311
Tøebíèko;156367;43972
Ješkov;155878;43474
Hatín;157148;44733
Rabštejnská_Lhota;159730;47304
Rabštejn;159695;47268
Vysoké_Chvojno;160349;47920
Suté_Bøehy;160506;48074
Libkova_Voda;158005;45573
Matná;157258;44825
Dolní_Radouò;157445;45010
Pukšice;159269;46832
Hoøelec;159475;47032
Vanovka;161055;48604
Volichov;158786;46333
Vlèkov;157677;45224
Bolehoš;160684;48231
Dobruška;160934;48480
Malá_Rosièka;157605;45142
Mláka;156994;44527
Vepøíkov;159181;46713
Lány_u_Dašic;160139;47667
Hoješín;159402;46929
Dolní_Dvùr;158773;46300
Roseè;157209;44732
Dolní_Øedice;160249;47772
Zdíky;155862;43384
Ústupky;159439;46960
Vlèetinec;157646;45164
Jarošov;159218;46735
Domanín;156709;44219
Smrhov;156068;43576
Zminnı;160088;47595
Zákraví;161055;48560
Myslotín;158091;45596
Kostelní_Radouò;157521;45026
Tøeboò;156812;44312
Uhelná_Pøíbram;159258;46757
Sluátky;158260;45758
Pohled;159673;47163
Pelhøimov;158180;45670
Kejlice;158690;46178
Mladošovice;156610;44097
Okrouhlá_Radouò;157567;45051
Ústrašín;158024;45506
Jalovèí;158694;46170
Gabrielka;157726;45198
Èasy;160222;47694
Velké_Kolodìje;160166;47628
Sohorz;156024;43485
Mnétice;160044;47505
Malé_Kolodìje;160147;47607
Kamenice_nad_Lipou;157770;45226
Jemèina;157111;44563
Veská;160126;47577
Studnice;157418;44869
Johanka;157821;45272
Poøešinec;156047;43496
Nìchov;156260;43709
Neetice;156315;43760
Velkı_Ratmírov;157368;44812
Starı_Drahoš;160303;47746
Bujanov;155847;43289
Nová_Ves_u_Svìtle;158876;46313
Oèelice;160768;48202
Havel;157067;44500
Èánka;160829;48261
Kladina;160198;47629
Sendra;161176;48606
Libchynì;161142;48572
Vadèice;158382;45808
Tis;159056;46480
Støíte_u_Boejova;157965;45387
Poøešín;156090;43512
Bìstviny;161023;48440
Štìnkov;160586;48001
Pøibyslav;155846;43256
Boanov;161686;49096
Miøátky;159174;46583
Todnì;156285;43693
Omlenice;155923;43331
Novı_Drahoš;160321;47727
Èeská_Èermná;161282;48688
Drozdice;160051;47454
Romberk_nad_Vltavou;155694;43095
Spy;161064;48464
Smítka;156975;44370
Hrudkov;155629;43022
Starı_Pelhøimov;158198;45590
Lodhéøov;157488;44880
Malèín;159004;46395
Javorka;159475;46866
Ostrolovskı_Újezd;156418;43802
Polánky_nad_Dìdinou;160701;48082
ïárec;159535;46908
Omlenièka;155955;43326
Dálèice;159315;46684
Bìleèko;160492;47861
Krumvald;157961;45328
Vyšší_Brod;155571;42935
Moèidla;158521;45885
Klášter_nad_Dìdinou;160752;48115
Bøilice;156857;44220
Rozpoutí;156081;43438
Raveò;156049;43405
Vápennı_Podol;159645;47000
Radlín;159737;47091
Drachov;157849;45201
Babin;157892;45242
Martínkov;155521;42870
Libín;156703;44051
Závidkovice;158882;46227
Horní_Poèátky;159520;46861
Tøebechovice_pod_Orebem;160643;47977
Najdek;157562;44896
Michnièky;155882;43216
Bukovka;157713;45046
Spojil;160135;47466
Tøibøichy;159889;47218
Vracov;155940;43268
Vršovka;161034;48360
Blato;159966;47292
Svoboda;160388;47713
Polov;156300;43619
Novı_Bozdìchov;157684;45003
Nad_Horou;161553;48866
Úhrov;159391;46702
Úherèice;159736;47047
Dolní_Poèátky;159542;46852
Malejov;159458;46767
Bıš;160424;47733
Velkı_Chuchelec;156021;43327
Drahoòov;157949;45253
Vıheò;156124;43427
Kraskov;159580;46876
Vysokı_Újezd_nad_Dìdinou;160772;48067
Svatı_Jan_nad_Malší;156237;43526
Malé_Køepiny;158782;46068
Trocnov;156503;43788
Rojov;156007;43287
Malı_Chuchelec;156042;43322
Kolence;157091;44368
Svìtlá_nad_Sázavou;158938;46212
Martínkovice;161752;49026
Ledenice;156587;43857
Pøeseka;156929;44194
Bohdalín;157785;45048
Lipnièka;158902;46163
Staré_Jesenèany;160002;47262
Vøesník;158502;45761
Vrchoviny;161175;48430
Tìmice;157926;45181
Kunìtice;160226;47481
Dolní_Pøísahov;155658;42913
Dolní_Bohušice;158963;46214
Skoranov;159616;46862
Rozhovice;159895;47141
Mokrı_Lom;156303;43542
Jakubovice;159315;46554
Netøebice;156130;43367
Øevòovice;156430;43666
Habry;159219;46455
Moèerady;155913;43148
Závratná;155806;43039
Paøíov;159471;46703
Kunemil;159064;46295
Strákovice;156479;43708
Speøice;158628;45857
Závrchy;161530;48756
Tasovice;159699;46925
Prachovice;159660;46886
Lískovice;158540;45765
Lahu;156292;43510
Tøebosice;159991;47204
Mosteènı;157555;44768
Meziklasí;158847;46060
Drakov;160291;47503
Lipice;158261;45471
Hrachovy_Hory;156270;43479
Libníkovice;160781;47988
Popelišt’ná;158402;45607
Èepí;159952;47153
Vojtín;155761;42961
Staré_Mìsto_nad_Metují;161274;48474
Pašinovice;156397;43594
Mrzkovice;158920;46116
U_Bindnera;157623;44818
Bìloves;161354;48549
Romitál;161921;49113
Lipnická_Dobrá_Voda;158784;45976
Ziering;155875;43060
Zmišovice;158387;45571
ïárky;161498;48682
Rohenièky;160969;48152
Chodeè;156208;43390
Tošov;160864;48043
Ráby;160233;47408
Dunajovice;156912;44086
Mirotín;157786;44957
Lubno;159180;46351
eliv;158495;45665
Kardašova_Øeèice;157391;44559
Nepasice;160670;47835
Dolní_Plánì;156092;43255
Klešice;159884;47044
Frıdnava;159301;46456
Bitìtice;158290;45445
Zástava;160357;47509
Nízká_Srbská;161596;48743
Jezboøice;159938;47084
Zaliny;156670;43813
Dolní_Jílovice;155678;42821
Šonov;161213;48355
Skršice;160881;48022
Mateøov;160005;47145
Slavnı;161720;48856
Velešín;156254;43388
Koòkovice;158877;46011
Lešuaky;158926;46056
Smrèná;158912;46037
Klec;157119;44244
Øímov;156338;43461
Zubèická_Lhotka;156163;43285
Vysoká_Srbská;161561;48683
Míèov;159693;46815
Zlíèko;161549;48664
Lidmaòka;158047;45161
Podivice;158737;45848
Vyice;159754;46863
Koberovice;158680;45789
Jiná;157584;44693
Vrtìšice;159402;46509
Rohenice;160990;48096
Librantice;160775;47879
Svítkov;160091;47193
Popkovice;160067;47169
Zborov;156595;43695
Èervená_Øeèice;158436;45535
Safleøov;155805;42898
Sirákovice;159444;46536
Závratec;159615;46706
Hojava;157992;45083
Velké_Poøíèí;161478;48568
Spytice;159479;46569
Lidmaò;158022;45110
Zahoøánky;156038;43125
Olšinky;159351;46434
Zubèice;156141;43222
Lomnice_nad_Lunicí;157071;44152
Lovìšice;155968;43047
Naèešice;159812;46887
Kramolna;161341;48416
Vırava;160863;47937
Samosoly;157543;44612
Otavoaty;158634;45700
Lopatné;155688;42751
Horní_Slovìnice;156953;44016
Kobylí_Hlava;159308;46369
Drunèe;157750;44809
Vysokov;161292;48350
Chválkov;157847;44904
Zátoòské_Dvory;155943;42999
Králova_Lhota;160942;47997
Straòany;156446;43499
Dolní_Radechová;161403;48454
Annovice;157761;44811
Dolní_Svìtlá;155834;42881
Doudleby;156459;43504
Zbyslavec;159688;46732
lebské_Chvalovice;159657;46700
Ovesná_Lhota;159112;46152
Vícemil;157644;44683
Všemìry;155972;43010
Litohoš¾;158241;45277
Dolní_Dlouhá;155806;42838
Svinárky;160696;47722
Zvìstovice;159513;46538
Útìchovièky;158274;45299
Zlatenka;158155;45176
Horní_Svince;156302;43323
Frahel;157175;44196
Dobrovítova_Lhota;158927;45948
Golèùv_Jeníkov;159412;46431
V_Studánkách;158818;45835
Rytov;157939;44955
Staré_Èívice;160051;47061
Velká_Ledhuje;161707;48716
Smrov;157043;44047
Mstislavice;158913;45917
Val;157267;44268
Horní_Dlouhá;155799;42800
Pruty;161385;48383
Divec;160767;47765
alèice;156203;43200
Svinèany;159925;46919
Prostøední_Svince;156317;43311
Vysoká_Lhota;158134;45127
Malšova_Lhota;160667;47660
Srubec;156634;43624
Kleny;161263;48253
Heømánkovice;161984;48972
lebská_Lhotka;159677;46663
Slupeèná;155674;42658
Vysoká_nad_Labem;160491;47474
Srnojedy;160125;47108
Stojice;159860;46842
Veliká;158940;45920
Novı_Hradec_Králové;160582;47562
Plav;156485;43464
Lišov;156851;43825
Svéraz;155909;42880
Libøice;160921;47892
Hostaèov;159508;46477
Vilémovice;158997;45965
Zbeèník;161538;48502
Pøídolí;156100;43055
Náhon;160633;47588
Jasenná;161018;47973
Velkı_Døevíè;161604;48556
Ronov_nad_Doubravou;159642;46594
Hodslav;155747;42697
Chotìmice;157681;44631
Stéblová;160294;47239
Hroznìtice;158677;45620
Horní_Radechová;161496;48434
Dobešov;157953;44890
Roudnièka;160544;47480
Lhota_pod_Strání;160600;47536
Ponìdra;157171;44106
Hodìjovice;156627;43562
Chrastice;159492;46424
Øešetova_Lhota;161369;48299
Licomìøice;159734;46662
Èernilov;160840;47768
Rybitví;160192;47114
Bousov;159686;46606
Vidov;156566;43484
Tuchov;159710;46626
Kynice;159165;46080
Holotín;159827;46741
Nezdín;159101;46009
Hojovice;157851;44759
Opatovice_nad_Labem;160465;47371
Dobrnice;159232;46138
Lipovec;159732;46635
Drahov;157361;44263
Zblov;161321;48220
Machovice;156108;43007
Dobrné;156037;42936
Choltice;159961;46858
Jiøièky;158583;45477
Závsí;157566;44458
Tøebeš;160621;47511
Volovka;161132;48020
Panské_Mlıny;157935;44823
Hrutov;156935;43821
Píš;158726;45610
Moravice;155778;42659
Zadní_Vıtoò;155619;42499
Tøebìjice;157582;44459
Pìkov;161813;48690
Maršov_nad_Metují;161696;48573
Dubièné;156739;43616
Snìt;158805;45680
Lejšovka;160953;47827
Pøední_Vıtoò;155620;42493
Ponìdráka;157237;44110
Tøíklasovice;157815;44686
Roudné;156592;43462
Zlíè;161324;48192
Zábrodí;161471;48337
Èeská_Skalice;161263;48128
Lín;157527;44388
Dolní_Okolí;155842;42698
Zehuby;159587;46442
Hony;161859;48713
Piletice;160757;47606
Kostelecké_Konèiny;161533;48381
Rudolfov;156779;43625
Doòov;157482;44328
Horní_Prosíèka;159083;45927
Svachova_Lhotka;156249;43092
Vìná;158125;44966
Hostovlice;159554;46394
Horní_Ledeè;159039;45875
Èerná_u_Bohdanèe;160179;47015
Opoèínek;160123;46958
Pohøebaèka;160512;47346
Samšín;158354;45185
Krnín;156387;43218
Èíhoš;159174;46005
Vlkaneè;159380;46209
Brná;158107;44928
Novı_Ples;161028;47848
leby;159647;46466
Zlukov;157417;44235
Všeliby;161410;48225
Bøezhrad;160557;47370
Putschen;155929;42739
Ledeè_nad_Sázavou;159025;45833
Vèelná;156556;43361
Podùlšany;160412;47215
Hùry;156821;43623
Velislavice;156004;42805
Starı_Ples;161078;47878
Nové_dánice;160386;47181
Svatonina_Lhota;155771;42562
ibøidovice;158908;45695
Katov;157701;44486
Urbanice;159917;46701
Zdeslavice;159171;45954
Vìtøní;156078;42858
Poøíèí;156574;43353
Opalice;156431;43210
Zlatá_Koruna;156335;43109
Pøíseèná;156266;43036
Hrušova_Lhota;157579;44349
Libníc;156863;43631
Velké_Stráné;155971;42738
Rychnovek;161144;47911
Horní_Kostelec;161565;48332
Stárkov;161709;48475
Martinice_u_Dolních_Kralovic;158848;45613
Tunochody;159232;45996
Velkı_Tøebešov;161257;48019
Onšov;158650;45409
Èervenı_Kostelec;161524;48279
Bratèice;159537;46291
ivanice;160197;46948
Èeskı_Krumlov;156195;42946
Lipoltice;159961;46707
Novı_Hlavòov;157783;44528
Dìdek;160225;46967
Rusek;160819;47559
Mìlice;160117;46857
Padol;159035;45772
Èervená_Hora;161440;48176
Šimpach;158196;44925
Dunice;158730;45458
Srnín;156304;43031
Øípec;157485;44210
Mstìtín;161469;48194
Starkoè;159799;46523
Plácky;160738;47462
Mazelov;157129;43853
Novinsko;160254;46975
Krásnice;160455;47176
Klenovka;160079;46798
Obrvaò;159064;45782
Tìškovice;158681;45392
Stolín;161498;48209
Souboø;159110;45820
Jamné;156497;43207
Rasošky;161030;47735
Svinišany;161255;47955
Nerad;160199;46898
Skalièka;160871;47569
Svìtlík;155941;42633
Vrazdovy_Lhotice;158849;45540
Martinice_u_Onšova;158656;45346
Slavkov;156043;42732
Horusice;157326;44014
Neratov;160255;46942
Lhota_za_Èervenım_Kostelcem;161553;48236
Sudkùv_Dùl;158098;44778
Úsilné;156843;43522
Tuèapy;157732;44410
Sechov;159033;45711
Velká_Chyška;158438;45112
Miskolezy;161307;47981
Pomeznice;162076;48747
Vrdy;159749;46417
Dobrovítov;159320;45986
Svatı_Tomáš;155650;42313
Kroclov;156495;43157
Hostinka;161370;48029
ikovec;160478;47132
Choustník;157865;44515
Šebestìnice;159454;46096
Èáslavky;161201;47843
íšov;157440;44080
Sebuè;161254;47891
Záhorkov;156168;42798
Zbudovice;159512;46141
Pøedmìøice_nad_Labem;160820;47447
Chyšna;158676;45300
Skoranovice;158712;45334
Krchlebská_Lhota;159401;46021
Kajetín;157852;44468
Cetoraz;158257;44872
Tøísov;156426;43040
Hnìvkovice;158986;45599
Teplice_nad_Metují;161899;48511
Bílé_Podolí;159861;46473
Pøelovice;160233;46844
Plotištì_nad_Labem;160783;47391
Osice;160457;47058
Polizy;160483;47081
Holohlavy;160985;47580
Dráchov;157525;44120
Drobovice;159646;46240
Vrábèe;156536;43128
Litošice;159951;46543
Hrobská_Zahrádka;158201;44793
Rohoznice;160407;46993
Petrova_Lhota;158763;45349
Lochenice;160871;47457
Semonice;161069;47654
Dolní_Vernéøovice;161749;48334
Pøíseka;158940;45521
Za_Petrovım;158030;44609
Høibsko;160629;47206
Hrdìjovice;156861;43436
Habøinka;160332;46907
Osièky;160459;47029
Nové_Vyklantice;158564;45134
Zvìrotice;157670;44234
Koudelov;159728;46292
estov;156081;42642
Chøenovice;159093;45649
Stìery;160690;47245
Pøelouè;160128;46681
Bìluò;161241;47794
Bratøice;158453;45004
Závraty;156602;43145
Heømanice_nad_Labem;161213;47756
Lhota_pod_Libèany;160552;47089
Krìmy;158736;45271
Staré_Vyklantice;158579;45113
Skopytce;157861;44394
Pøelštice;156180;42711
Senetín;159425;45955
Kozašice;160041;46571
Krasnice;159993;46519
Sobìslav;157632;44156
Poøín;158118;44641
Èeské_Vrbné;156826;43347
Krasetín;156428;42948
Holubov;156448;42963
Batòovice;161640;48154
Vlèí_Habøina;160275;46788
Sviny;157399;43908
Velká_Paseka;159052;45558
Novı_Smrdov;158590;45095
Svìtí;160824;47326
Rodov;160973;47475
Mezileèí;161451;47950
Starı_Smrdov;158609;45107
Petrovice_Pøední;159395;45892
Chabrovice;157858;44355
Vlaèice;159818;46312
Syrovátka;160495;46988
Hroby;158048;44536
Nuzbely;158038;44525
Èeraz;157589;44076
Hoøice_na_Šumavì;156051;42535
Stìírky;160720;47201
Malá_Èerná;158450;44931
Rohovládova_Bìlá;160340;46818
Víckovice;159346;45821
Møíè;156506;42980
Dolní_Markschlag;155627;42100
Brzotice;158921;45394
áky;159633;46105
Lhota_pod_Pøelouèí;160109;46581
Slavèe;156566;43035
Zaloòov;161197;47664
Borkovice;157465;43930
Salaèova_Lhota;158477;44941
Rtynì;161155;47619
Brzice;161422;47875
Morašice;160006;46458
Kasalice;160378;46829
Pravy;160422;46872
Radostovice;158148;44597
Opatovice;156909;43349
Malá_Paseka;158734;45173
Budèice;159107;45546
Køivsoudov;158826;45262
Velká_Èerná;158456;44888
Kotouèov;159264;45693
Oblajovice;158219;44647
Skala;159116;45543
Slotov;161263;47688
Køeme;156496;42917
Spytovice;160068;46485
Dolní_Vlèkovice;161321;47730
Úpice;161640;48048
Kováøovice;156151;42558
Zadní_Lomná;158340;44744
elí;160628;47030
Horní_Hoøice;158189;44591
Dolní_Bukovsko;157347;43744
Chedrbí;159600;45994
Zdoòov;162028;48420
Semín;160170;46559
Maøov_u_Úpice;161552;47938
Velké_Svatoòovice;161701;48086
Stìdrovice;158664;45049
Hvozdno;157295;43679
Velichovky;161142;47525
Kuks;161285;47668
Záluí_u_Vlastiboøe;157594;43974
Raèice_nad_Trotinou;161010;47388
Michnovka;160453;46831
Bohdaneè;159290;45668
Sudislavice;158742;45118
Tımova_Ves;158565;44939
Kvíèala;161678;48049
Zadní_Støíte;158381;44750
Zdechovice;160041;46408
Novı_Radostov;160658;47024
Záhostice;158078;44442
Tìchobuz;158432;44792
Èechtice;158797;45145
Chotusice;159837;46183
Adršpach;161980;48326
Moèovice;159700;46045
Na_Obci;160382;46723
Èejtice;159087;45428
Rybova_Lhota;157726;44063
áravice;160338;46671
Souòov;159616;45947
Dlouhé_Dvory;160856;47186
Støezetice;160826;47154
Vyhnánov;161465;47790
Hustíøany;161122;47445
ehušice;159902;46222
Starı_Radostov;160671;46991
Nové_Práchòany;158728;45047
Kašparova_Hora;161399;47716
Hoøinìves;160991;47302
Kvìtušín;156104;42404
Turovec;158011;44307
Vilìmovice;159507;45800
Mìchonice;159183;45472
Èervené_Janovice;159471;45760
Puchlovice;160595;46879
Onšovec;159091;45373
Kratonohy;160541;46821
Trnávka;160105;46383
Zdeslavice_u_Èervenıch_Janovic;159426;45703
Homyle;160646;46923
Vìníkov;159255;45531
Kladrub;160185;46461
Choustníkovo_Hradištì;161365;47636
Èakovec;156696;42967
Chotèiny;158229;44492
Strkov;157903;44158
Velkı_Jeov;158501;44754
Høibojedy;161255;47504
Radvanèice;159376;45622
Libná;162085;48331
Velká_Ves;158618;44862
Jelenov;158727;44969
Bradáèov;158371;44613
Boharynì;160652;46893
Vrchovnice;161033;47273
Malé_Vıkleky;160382;46616
Obìdovice;160515;46746
Korotice;159564;45794
Mìstys_ireè;161324;47553
lábek;156034;42261
irecká_Podstráò;161300;47527
Radimov;157744;43970
Pohleï;159179;45403
Rohy;156460;42682
Pøepychy;160340;46560
Krèmov;161984;48204
Tøesovice;160848;47067
Chotìborky;161150;47368
Hajnice;161521;47737
Sulovice;160003;46218
Chıš;160410;46624
Opatovice_Pøední;159536;45745
Malı_Jeov;158518;44727
Savlova_Lhota;156298;42500
Olšina;156090;42289
Trnava;160613;46808
Sobìtuš;160816;47007
Bøevništì;156278;42466
Bláto;156213;42400
Èešnovice;156906;43087
Dohalièky;160899;47072
Bohuslavice_nad_Úpou;161759;47931
Úmonín;159644;45814
Planá_nad_Lunicí;157934;44104
Èerníny;159488;45656
Støíbrné_Hutì;158120;44286
Sedmpány;159034;45200
Nakvasovice;158797;44963
Ústrašice;157889;44053
Kolesa;160276;46436
Libotov;161277;47435
Malı_Vøešov;161114;47263
Zavadilka;159540;45686
Palèice;158766;44908
Hnìvèeves;161008;47148
Jelm;156043;42182
Telèice;160110;46246
Poøeany;157352;43486
Sovìtice;160984;47117
Habrkovice;159997;46130
Mladoòov;156215;42345
Kocbeøe;161452;47576
Bøehov;156871;42992
Starı_Rokytník;161720;47840
Hlavatce;157746;43864
Budín;160684;46799
Bahno;159584;45699
Stojslavice;158538;44652
Kozskı;158075;44188
Dobøíkovice;158803;44915
Smilovy_Hory;158517;44628
Velkı_Vøešov;161147;47255
Dubìjovice;159047;45155
Dehtáøe;156832;42938
Øísnice;158614;44716
Lhota_Samoty;157954;44052
Pohnánec;158315;44408
Nesmìøice;159146;45237
Pøední_Zvonková;155927;42013
Perštejnec;159773;45856
Tøesice;160557;46637
Svatı_Mikuláš;159971;46051
Vıšinka;161543;47622
Lipina;159288;45366
Staré_Nechanice;160778;46854
Vraice;156383;42456
Tisek;158791;44864
Krasonovice;159353;45426
Horní_Hrachovice;158344;44414
Tøebovìtice;161066;47133
Dvùr_Králové_nad_Labem;161382;47442
Bykáò;159675;45735
Jeznice;157277;43333
Štít;160376;46427
Dolní_Kouty;158465;44516
Miøejov;161221;47271
Lanov;161238;47282
Horní_Planá;156056;42098
Hodìtín;157607;43646
Hlaveèník;160241;46280
Zadní_Zvonková;155911;41948
Velká_Skalice;159446;45482
Soutice;159124;45159
Švábínov;159509;45541
Vøesce;158233;44262
Kosice;160575;46604
Straèovská_Lhota;160932;46954
Kojice;160138;46160
Velehrádek;161256;47276
Lomek;156421;42440
Zdeslavice_u_Malešova;159567;45584
Tupesy;156878;42893
Pøekáka;157075;43083
Pašice;156997;43000
Maòávka;156127;42130
Pravonín;158834;44830
Nerošov;160900;46892
Tøebovice;156455;42444
Krchova_Lomná;158431;44420
Vilice;158606;44593
Dolní_Frauenhof;158613;44600
Øendìjov;159257;45241
Beèkov;162022;48004
Ratiboøice;158310;44285
Kutná_Hora;159835;45804
Rašín;161066;47034
Naèeradec;158753;44719
Trhovı_Štìpánov;159077;45041
Všesoky;159546;45509
Vernıøov;159514;45470
Votuz;161143;47098
Horní_Staré_Buky;161670;47620
Soberle;161537;47485
Olešník;157143;43091
Tınec_nad_Labem;160134;46075
Tøitim;157452;43389
Radimovice_u_elcì;158007;43943
Verdek;161428;47360
Nové_Voletiny;161900;47831
Zdislavice;158997;44923
Pravìtice;158703;44627
Uhlíøská_Lhota;160253;46173
Mladá_Voice;158506;44426
Vlhlavy;156964;42883
Holšice;159226;45144
Dobèice;156790;42699
Litoradlice;157357;43265
Èastrovice;158884;44786
Lovice;160122;46019
Mìník;160689;46585
Zábøezí;161314;47209
Mlékosrby;160614;46504
Prostøední_Staré_Buky;161695;47582
Kaòk;159925;45812
Sudomìøice;157729;43613
Bolina;158981;44865
Prasek;160764;46646
Vìtrovy;158047;43926
Vracovice;158920;44797
Roztì;159708;45583
Bøehy;157461;43335
Karhule;158826;44697
Tøebnouševes;161086;46955
Èentice;159398;45267
Libìjice;158006;43872
Pøedèice;157502;43366
Ktiš;156534;42398
Tøebelice;157873;43732
Hlasivo;158395;44251
Starı_Kolín;160031;45882
Dolní_Staré_Buky;161716;47560
Široèiny;157577;43416
Køíov;158860;44699
Kasanice;159379;45218
Volanov;161789;47627
Trotina;161311;47149
Lesáky;158812;44648
Zbudov;157095;42925
Knín;157326;43153
Raèínìves;159272;45096
Kocléøov;161578;47402
Vodice;156736;42550
Humburky;160723;46535
Tisovka;156499;42310
Zlaté_Hory;158711;44521
Nákøí;157180;42988
Skalkov;158965;44770
Klokoty;158135;43938
Tuchotice;159753;45553
Hrajovice;158749;44548
Petrovice_Druhá;159392;45190
Ohrada;157400;43196
Beerovice;157754;43550
Vráná;158270;44064
Stoklasná_Lhota;158238;44031
Zvìrkovice;157432;43221
Miskovice;159828;45614
Náchod;158194;43979
Chocov;158598;44383
Zadraany;160635;46419
Krasovice;158906;44688
Králíky;160830;46610
Podoliby;160889;46665
Zachrašany;160676;46449
Køtìnovice;158483;44256
Jedlany;158383;44149
Hájemství;161570;47325
Køtìnov;157391;43141
Pøevıšov;160485;46231
Vosná;158670;44415
Tøebihoš;161387;47129
Nové_Lány;158000;43736
Starobucké_Debrné;161527;47260
Babí;161977;47708
Vadkov;156712;42438
Lampertice;162127;47853
Èeská_Lhota;157117;42843
Myštìves;160952;46672
Draièky;158077;43796
Hutì;157794;43511
Dolní_Brusnice;161468;47180
Temelinec;157373;43082
Koblasko;159405;45111
Louòovice_pod_Blaníkem;158839;44540
Hláska;157022;42723
Nová_Pec;156083;41782
elnava;156199;41895
Èervené_Peèky;159930;45626
Úhlejov;161367;47062
Dìdice;158445;44140
Tichonice;159287;44977
Brusná;156821;42511
Nebovidy;159973;45658
Laby;158786;44471
Staré_Lány;157996;43680
Sloupno;160823;46506
Dachovy;161234;46915
Všechov;158178;43858
Fišerak;157514;43194
Vlková;159461;45138
Ostrá_Hora;156599;42275
Nasavrky;158246;43922
Janovická_Lhota;159556;45232
Vltava;156142;41814
Kalná_Voda;161925;47594
Vlèí_Jamy;156479;42147
Tøi_Dvory;160102;45769
Planská;156578;42242
Malešice;157313;42977
Kolodìje_nad_Lunicí;157609;43273
Radimovice_u_Tábora;158263;43917
Semenec;157564;43213
Horní_Støíte;158522;44170
Zbraò;160448;46091
Dobøejice;157956;43598
Rzavá;158320;43958
Ovesná;156176;41813
Èerná_Voda;162193;47830
Nemyšl;158444;44077
Horní_Debrné;161590;47221
Bohouòovice_Pøední;159918;45548
Temelín;157417;43046
Mièovice;156747;42375
Hrbov;156870;42494
Souvra;161516;47136
Malé_Bílsko;161182;46802
Senoaty;157821;43439
Moraveè;158346;43959
Domanovice;160358;45968
acléø;162123;47732
Vítanovice;158675;44284
elejov;161380;46986
Zvièina;161459;47059
Dobeš;161295;46895
Chvalešovice;157322;42922
Neznašov;157542;43139
Draice;158174;43770
Malovièky;157106;42700
Prudice;158444;44035
Záhvozdí;156268;41856
Lukavec_u_Hoøic;161266;46851
Vidoò;161357;46941
Ovesné;156591;42175
Všemyslice;157494;43074
Malenovice;159824;45402
Uhlíøské_Janovice;159617;45194
Vlastišov;158864;44433
Lhota_pod_Horami;157382;42951
